respondent_id,level,format,experience,story,question,question_type,response_text,response_length_words,anchor_local,anchor_global,anchor_causal,anchor_mean_themes,anchor_theme_loyalty,anchor_theme_empathy,anchor_theme_peer_pressure,anchor_theme_kindness,keyword_composite,sim_WAYPOINT0,sim_WAYPOINT1,sim_WAYPOINT2,sim_WAYPOINT3,predicted_waypoint,semantic_quality,overall_composite,anchor_theme_loyalty_vs_honesty,anchor_theme_friendship,anchor_theme_integrity,anchor_theme_peer_loyalty,anchor_theme_temptation,anchor_theme_honesty,anchor_theme_consequences,anchor_theme_greed
R0018,WAYPOINT2,comic,moderate,lying,q1,inference,She didn't want to get her friend in trouble. People usually don't snitch on their friends because they want to stay friends.,22,0.4,0.4,0.2667,0.75,,,,,0.4058,,,,,,,0.4058,0.0,1.0,1.0,1.0,,,,
R0018,WAYPOINT2,comic,moderate,lying,q2,metacognitive,"Because in real life, if you tattle on someone you like, they will get really mad at you and probably stop hanging out with you.",25,0.4,0.8,0.5333,1.0,,,,,0.6367,,,,,,,0.6367,1.0,1.0,1.0,1.0,,,,
R0018,WAYPOINT2,comic,moderate,lying,q3,inference,You shouldn't cheat because it is wrong and it puts your friends in a really bad position.,17,0.6,0.6,0.4,1.0,,,,,0.59,,,,,,,0.59,1.0,1.0,1.0,1.0,,,,
R0018,WAYPOINT2,comic,moderate,lying,q4,metacognitive,"I thought of this because normally when someone cheats, they just end up dragging other people into their mess and it causes unnecessary drama.",24,0.6,0.4,0.4,0.75,,,,,0.5025,,,,,,,0.5025,1.0,1.0,0.0,1.0,,,,
R0018,WAYPOINT2,comic,moderate,stealing,q1,inference,He kept it because he wanted to buy something expensive and didn't have his own money.,16,0.2,0.75,0.75,0.25,,,,,0.5375,,,,,,,0.5375,,,,,0.0,0.0,0.0,1.0
R0018,WAYPOINT2,comic,moderate,stealing,q2,metacognitive,"Normally when people keep a wallet they found, it's because they are being greedy and just want free cash to get stuff they want.",24,0.4,0.5,0.5,0.75,,,,,0.5125,,,,,,,0.5125,,,,,1.0,1.0,0.0,1.0
R0018,WAYPOINT2,comic,moderate,stealing,q3,inference,The lesson is that you shouldn't steal or lie to people.,11,0.0,0.5,0.5,0.25,,,,,0.3375,,,,,,,0.3375,,,,,0.0,1.0,0.0,0.0
R0018,WAYPOINT2,comic,moderate,stealing,q4,metacognitive,"I thought of this because taking someone else's money is a bad thing to do in real life, and you should always return lost items instead of lying to the person's face.",32,0.2,1.0,1.0,0.75,,,,,0.7625,,,,,,,0.7625,,,,,1.0,1.0,1.0,0.0
R0019,WAYPOINT2,text,moderate,cat,q1,inference,He kept the cat because having a pet makes you feel less lonely. Animals are really good at being loyal friends.,21,0.6,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.7833,,,,,,,0.7833,,,,,,,,
R0019,WAYPOINT2,text,moderate,cat,q2,metacognitive,"Because usually when people are sad, getting a dog or a cat can cheer them up and they become your best friend.",22,0.4,0.6,0.6,0.5,1.0,0.0,0.0,1.0,0.535,,,,,,,0.535,,,,,,,,
R0019,WAYPOINT2,text,moderate,cat,q3,inference,The lesson is to always be kind to animals and not listen to bullies.,14,0.2,0.6,0.6,0.5,0.0,1.0,0.0,1.0,0.485,,,,,,,0.485,,,,,,,,
R0019,WAYPOINT2,text,moderate,cat,q4,metacognitive,"I thought of this because in the real world, bullying is wrong and you should always do the right thing by helping out stray pets who need a home.",29,0.8,0.8,0.8,0.5,0.0,1.0,0.0,1.0,0.755,,,,,,,0.755,,,,,,,,
R0019,WAYPOINT2,text,moderate,lying,q1,inference,"She doesn't want to be a snitch. If you tell on someone close to you, it usually ruins the relationship.",20,0.4,0.8,0.5333,1.0,,,,,0.6367,,,,,,,0.6367,1.0,1.0,1.0,1.0,,,,
R0019,WAYPOINT2,text,moderate,lying,q2,metacognitive,"Because loyalty is really important to kids, and nobody wants to lose a good friend just for following the rules.",20,0.4,0.8,0.8,1.0,,,,,0.73,,,,,,,0.73,1.0,1.0,1.0,1.0,,,,
R0019,WAYPOINT2,text,moderate,lying,q3,inference,A good lesson is that lying to protect your friends can put you in a tough spot.,17,0.4,1.0,1.0,1.0,,,,,0.85,,,,,,,0.85,1.0,1.0,1.0,1.0,,,,
R0019,WAYPOINT2,text,moderate,lying,q4,metacognitive,"I thought of this because when people cover for someone's bad choices, they usually end up feeling guilty or getting dragged into the mess.",24,0.4,1.0,0.6667,1.0,,,,,0.7333,,,,,,,0.7333,1.0,1.0,1.0,1.0,,,,
R0019,WAYPOINT2,text,moderate,stealing,q1,inference,He kept it because he wanted the cash inside to buy something expensive for himself.,15,0.2,0.75,0.75,0.75,,,,,0.6125,,,,,,,0.6125,,,,,0.0,1.0,1.0,1.0
R0019,WAYPOINT2,text,moderate,stealing,q2,metacognitive,"Usually when someone takes a wallet they found, it's because they are being greedy and want to spend the money instead of returning it.",24,0.4,0.5,0.5,1.0,,,,,0.55,,,,,,,0.55,,,,,1.0,1.0,1.0,1.0
R0019,WAYPOINT2,text,moderate,stealing,q3,inference,You shouldn't steal from other people or lie about it.,10,0.0,0.5,0.1667,0.25,,,,,0.2208,,,,,,,0.2208,,,,,0.0,1.0,0.0,0.0
R0019,WAYPOINT2,text,moderate,stealing,q4,metacognitive,Because stealing is bad and it's just wrong to take other people's money to buy stuff you want.,18,0.2,0.75,0.75,1.0,,,,,0.65,,,,,,,0.65,,,,,1.0,1.0,1.0,1.0
R0020,WAYPOINT2,text,none,cat,q1,inference,animals are better friends than mean kids.,7,0.2,0.2,0.0667,0.25,0.0,0.0,0.0,1.0,0.1608,,,,,,,0.1608,,,,,,,,
R0020,WAYPOINT2,text,none,cat,q2,metacognitive,cause kids make fun of you. pets dont care how you look.,12,0.6,0.6,0.4,0.5,0.0,1.0,0.0,1.0,0.515,,,,,,,0.515,,,,,,,,
R0020,WAYPOINT2,text,none,cat,q3,inference,dont let bullies tell you what to do.,8,0.0,0.8,0.5333,0.5,0.0,1.0,1.0,0.0,0.4617,,,,,,,0.4617,,,,,,,,
R0020,WAYPOINT2,text,none,cat,q4,metacognitive,cause its your life. bullies are just mean anyway.,9,0.0,0.6,0.4,0.25,0.0,0.0,0.0,1.0,0.3275,,,,,,,0.3275,,,,,,,,
R0020,WAYPOINT2,text,none,lying,q1,inference,friends dont snitch on friends.,5,0.2,0.4,0.0,0.75,,,,,0.2625,,,,,,,0.2625,1.0,1.0,0.0,1.0,,,,
R0020,WAYPOINT2,text,none,lying,q2,metacognitive,u lose ur friends if u tell on them. thats just how it works.,14,0.4,0.4,0.1333,0.75,,,,,0.3592,,,,,,,0.3592,1.0,1.0,0.0,1.0,,,,
R0020,WAYPOINT2,text,none,lying,q3,inference,cheating is bad.,3,0.4,0.4,0.1333,0.0,,,,,0.2467,,,,,,,0.2467,0.0,0.0,0.0,0.0,,,,
R0020,WAYPOINT2,text,none,lying,q4,metacognitive,u get in trouble at school if u do that.,10,0.6,0.6,0.4,1.0,,,,,0.59,,,,,,,0.59,1.0,1.0,1.0,1.0,,,,
R0020,WAYPOINT2,text,none,stealing,q1,inference,He wanted the money to buy stuff.,7,0.0,0.5,0.3333,0.5,,,,,0.3167,,,,,,,0.3167,,,,,0.0,1.0,0.0,1.0
R0020,WAYPOINT2,text,none,stealing,q2,metacognitive,Wallets have lots of money inside. People take them to buy things they want.,14,0.4,0.75,0.75,1.0,,,,,0.7,,,,,,,0.7,,,,,1.0,1.0,1.0,1.0
R0020,WAYPOINT2,text,none,stealing,q3,inference,Don't steal from people.,4,0.0,0.0,0.0,0.25,,,,,0.0375,,,,,,,0.0375,,,,,0.0,1.0,0.0,0.0
R0020,WAYPOINT2,text,none,stealing,q4,metacognitive,Cause taking stuff that isn't yours is wrong.,8,0.0,0.25,0.1667,0.0,,,,,0.1208,,,,,,,0.1208,,,,,0.0,0.0,0.0,0.0
R0021,WAYPOINT2,comic,little,cat,q1,inference,I guess because it's good to rescue animals that don't have anywhere to go.,14,0.2,0.4,0.4,0.25,0.0,0.0,0.0,1.0,0.3275,,,,,,,0.3275,,,,,,,,
R0021,WAYPOINT2,comic,little,cat,q2,metacognitive,"Because stray cats really need a family to feed them and love them, and it's just the right thing to do.",21,0.6,0.8,0.8,0.75,0.0,1.0,1.0,1.0,0.7425,,,,,,,0.7425,,,,,,,,
R0021,WAYPOINT2,comic,little,cat,q3,inference,Don't let bullies stop you from being kind to others.,10,0.2,0.8,0.2667,0.5,0.0,0.0,1.0,1.0,0.4183,,,,,,,0.4183,,,,,,,,
R0021,WAYPOINT2,comic,little,cat,q4,metacognitive,"In real life, if kids are making fun of you for doing something nice, you should just ignore them anyway.",20,0.2,0.6,0.6,0.25,0.0,0.0,0.0,1.0,0.4475,,,,,,,0.4475,,,,,,,,
R0021,WAYPOINT2,comic,little,lying,q1,inference,She probably doesn't want to get her friend in trouble.,10,0.4,0.4,0.1333,0.75,,,,,0.3592,,,,,,,0.3592,0.0,1.0,1.0,1.0,,,,
R0021,WAYPOINT2,comic,little,lying,q2,metacognitive,"Well, usually you don't snitch on your friends or they get mad at you.",14,0.6,0.6,0.2,1.0,,,,,0.52,,,,,,,0.52,1.0,1.0,1.0,1.0,,,,
R0021,WAYPOINT2,comic,little,lying,q3,inference,You shouldn't cheat at school.,5,0.2,0.4,0.1333,0.0,,,,,0.1967,,,,,,,0.1967,0.0,0.0,0.0,0.0,,,,
R0021,WAYPOINT2,comic,little,lying,q4,metacognitive,Because you can get in really big trouble if you cheat.,11,0.6,0.8,0.2667,1.0,,,,,0.5933,,,,,,,0.5933,1.0,1.0,1.0,1.0,,,,
R0021,WAYPOINT2,comic,little,stealing,q1,inference,He kept it because he was being greedy and wanted to buy something he couldn't afford.,16,0.2,0.75,0.75,0.25,,,,,0.5375,,,,,,,0.5375,,,,,0.0,0.0,0.0,1.0
R0021,WAYPOINT2,comic,little,stealing,q2,metacognitive,"I just think that's why people steal things. If you want something really bad, sometimes you do a bad thing to get the money.",24,0.2,0.75,0.75,0.75,,,,,0.6125,,,,,,,0.6125,,,,,1.0,1.0,0.0,1.0
R0021,WAYPOINT2,comic,little,stealing,q3,inference,Maybe the lesson is that stealing is wrong and you shouldn't take things.,13,0.2,1.0,1.0,0.75,,,,,0.7625,,,,,,,0.7625,,,,,1.0,1.0,1.0,0.0
R0021,WAYPOINT2,comic,little,stealing,q4,metacognitive,"Because in real life, if you take someone's money it's a crime and you can get in big trouble.",19,0.2,0.75,0.75,0.5,,,,,0.575,,,,,,,0.575,,,,,1.0,1.0,0.0,0.0
R0022,WAYPOINT2,comic,none,cat,q1,inference,cause pets make you happy.,5,0.6,0.4,0.4,0.5,0.0,1.0,0.0,1.0,0.465,,,,,,,0.465,,,,,,,,
R0022,WAYPOINT2,comic,none,cat,q2,metacognitive,dogs and cats are good friends.,6,0.2,0.8,0.8,0.25,0.0,0.0,1.0,0.0,0.5675,,,,,,,0.5675,,,,,,,,
R0022,WAYPOINT2,comic,none,cat,q3,inference,be nice to animals.,4,0.2,0.2,0.0667,0.75,0.0,1.0,1.0,1.0,0.2358,,,,,,,0.2358,,,,,,,,
R0022,WAYPOINT2,comic,none,cat,q4,metacognitive,cause it is bad to be mean to them.,9,0.2,0.4,0.2667,0.75,0.0,1.0,1.0,1.0,0.3558,,,,,,,0.3558,,,,,,,,
R0022,WAYPOINT2,comic,none,lying,q1,inference,cause friends dont snitch. she doesnt want her to get in trouble.,12,0.6,0.8,0.5333,1.0,,,,,0.6867,,,,,,,0.6867,1.0,1.0,1.0,1.0,,,,
R0022,WAYPOINT2,comic,none,lying,q2,metacognitive,"i dunno, thats just what happens in real life.",9,0.2,0.2,0.0667,0.5,,,,,0.1983,,,,,,,0.1983,0.0,1.0,1.0,0.0,,,,
R0022,WAYPOINT2,comic,none,lying,q3,inference,you should study for tests.,5,0.2,0.2,0.0,0.25,,,,,0.1375,,,,,,,0.1375,0.0,0.0,1.0,0.0,,,,
R0022,WAYPOINT2,comic,none,lying,q4,metacognitive,cause if you cheat teachers get mad. i just know that.,11,0.6,0.8,0.5333,1.0,,,,,0.6867,,,,,,,0.6867,1.0,1.0,1.0,1.0,,,,
R0022,WAYPOINT2,comic,none,stealing,q1,inference,he wanted the money to buy stuff.,7,0.0,0.5,0.3333,0.5,,,,,0.3167,,,,,,,0.3167,,,,,0.0,1.0,0.0,1.0
R0022,WAYPOINT2,comic,none,stealing,q2,metacognitive,people always want cash to buy things.,7,0.0,0.5,0.3333,0.25,,,,,0.2792,,,,,,,0.2792,,,,,0.0,0.0,0.0,1.0
R0022,WAYPOINT2,comic,none,stealing,q3,inference,dont steal.,2,0.0,0.25,0.1667,0.25,,,,,0.1583,,,,,,,0.1583,,,,,0.0,1.0,0.0,0.0
R0022,WAYPOINT2,comic,none,stealing,q4,metacognitive,cause stealing is bad and u get in trouble.,9,0.0,0.75,0.5,0.5,,,,,0.4375,,,,,,,0.4375,,,,,1.0,1.0,0.0,0.0
R0023,WAYPOINT2,text,lot,cat,q1,inference,He kept the animal because people often realize that a loyal pet provides much better company than toxic friends who constantly judge you.,23,0.6,0.6,0.6,0.75,1.0,1.0,0.0,1.0,0.6225,,,,,,,0.6225,,,,,,,,
R0023,WAYPOINT2,text,lot,cat,q2,metacognitive,"I thought of this because animals are known to offer unconditional love, whereas teenagers can be incredibly cruel and will drop you the moment you don't fit their standard of being cool.",32,0.6,0.6,0.6,0.75,0.0,1.0,1.0,1.0,0.6225,,,,,,,0.6225,,,,,,,,
R0023,WAYPOINT2,text,lot,cat,q3,inference,The main lesson is that you should always stand up for those who are vulnerable instead of caving in to peer pressure.,22,0.2,0.8,0.8,0.75,1.0,0.0,1.0,1.0,0.6425,,,,,,,0.6425,,,,,,,,
R0023,WAYPOINT2,text,lot,cat,q4,metacognitive,"I know from real life that it takes a tremendous amount of courage to do the right thing when a crowd is mocking you, but genuine loyalty is always worth more than popularity.",33,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,,,,,,,0.8,,,,,,,,
R0023,WAYPOINT2,text,lot,lying,q1,inference,"Sarah stays quiet because individuals typically feel a strong sense of loyalty to their close friends. It is a common unwritten rule that you don't snitch on someone you care about, even if they are doing something wrong.",38,0.4,0.8,0.8,1.0,,,,,0.73,,,,,,,0.73,1.0,1.0,1.0,1.0,,,,
R0023,WAYPOINT2,text,lot,lying,q2,metacognitive,"I based this on how relationships work in the real world. When someone is close to you, your natural instinct is to protect them from facing severe consequences or disciplinary action from an authority figure.",35,0.4,0.8,0.8,1.0,,,,,0.73,,,,,,,0.73,1.0,1.0,1.0,1.0,,,,
R0023,WAYPOINT2,text,lot,lying,q3,inference,One valuable lesson is that blind loyalty can sometimes force you to compromise your own morals or integrity.,18,0.2,0.6,0.6,0.5,,,,,0.485,,,,,,,0.485,1.0,0.0,1.0,0.0,,,,
R0023,WAYPOINT2,text,lot,lying,q4,metacognitive,I thought of this because it is a frequent dilemma in life. People often find themselves caught between doing the ethically correct thing and covering up for the bad decisions made by their peers.,34,1.0,1.0,0.6667,1.0,,,,,0.8833,,,,,,,0.8833,1.0,1.0,1.0,1.0,,,,
R0023,WAYPOINT2,text,lot,stealing,q1,inference,"He kept it because when individuals strongly desire something they cannot afford, discovering unguarded cash presents a huge temptation that often leads to theft.",24,0.4,0.75,0.75,0.75,,,,,0.6625,,,,,,,0.6625,,,,,1.0,0.0,1.0,1.0
R0023,WAYPOINT2,text,lot,stealing,q2,metacognitive,"I based this on the reality that human nature can be greedy, and people will frequently compromise their honesty for a quick financial gain if the perfect opportunity just falls into their lap.",33,0.0,0.5,0.3333,1.0,,,,,0.3917,,,,,,,0.3917,,,,,1.0,1.0,1.0,1.0
R0023,WAYPOINT2,text,lot,stealing,q3,inference,The primary lesson is that allowing material desires to control your actions can lead to making highly unethical choices.,19,0.2,0.75,0.75,1.0,,,,,0.65,,,,,,,0.65,,,,,1.0,1.0,1.0,1.0
R0023,WAYPOINT2,text,lot,stealing,q4,metacognitive,"I thought of this because society frequently demonstrates that when individuals become obsessed with acquiring expensive things, they might end up deceiving innocent people to get what they want.",29,0.2,0.5,0.5,1.0,,,,,0.5,,,,,,,0.5,,,,,1.0,1.0,1.0,1.0
R0024,WAYPOINT2,text,little,cat,q1,inference,Because he just wanted a pet to be his friend.,10,0.4,0.8,0.5333,0.75,0.0,1.0,1.0,1.0,0.5992,,,,,,,0.5992,,,,,,,,
R0024,WAYPOINT2,text,little,cat,q2,metacognitive,"Um, cause when kids are lonely they usually get a dog or cat to play with.",16,0.2,0.6,0.4,1.0,1.0,1.0,1.0,1.0,0.49,,,,,,,0.49,,,,,,,,
R0024,WAYPOINT2,text,little,cat,q3,inference,You should be nice to animals and not be mean.,10,0.0,0.2,0.1333,0.5,0.0,0.0,1.0,1.0,0.1717,,,,,,,0.1717,,,,,,,,
R0024,WAYPOINT2,text,little,cat,q4,metacognitive,I guess cause animals outside get cold and need a family to take care of them.,16,0.4,0.8,0.8,1.0,1.0,1.0,1.0,1.0,0.73,,,,,,,0.73,,,,,,,,
R0024,WAYPOINT2,text,little,lying,q1,inference,Probably because you aren't supposed to snitch on your friends. If you tell on them they will get really mad at you.,22,0.2,0.8,0.2667,1.0,,,,,0.4933,,,,,,,0.4933,1.0,1.0,1.0,1.0,,,,
R0024,WAYPOINT2,text,little,lying,q2,metacognitive,I just know that friends usually stick together. You don't want to get your friend in trouble.,17,0.6,0.6,0.4,1.0,,,,,0.59,,,,,,,0.59,1.0,1.0,1.0,1.0,,,,
R0024,WAYPOINT2,text,little,lying,q3,inference,"Maybe that lying for your friend is bad, and cheating is wrong.",12,0.4,0.8,0.5333,1.0,,,,,0.6367,,,,,,,0.6367,1.0,1.0,1.0,1.0,,,,
R0024,WAYPOINT2,text,little,lying,q4,metacognitive,Because teachers always say cheating is bad and you can get in a lot of trouble at school if you lie.,21,0.6,1.0,0.6667,1.0,,,,,0.7833,,,,,,,0.7833,1.0,1.0,1.0,1.0,,,,
R0024,WAYPOINT2,text,little,stealing,q1,inference,"Um, probably because he wanted money to buy cool stuff.",10,0.0,0.75,0.75,0.5,,,,,0.525,,,,,,,0.525,,,,,0.0,1.0,0.0,1.0
R0024,WAYPOINT2,text,little,stealing,q2,metacognitive,"When kids really want something expensive, they sometimes do bad things to get the money.",15,0.2,0.75,0.75,0.75,,,,,0.6125,,,,,,,0.6125,,,,,1.0,1.0,0.0,1.0
R0024,WAYPOINT2,text,little,stealing,q3,inference,I guess you shouldn't steal from people or lie about it.,11,0.0,0.5,0.1667,0.25,,,,,0.2208,,,,,,,0.2208,,,,,0.0,1.0,0.0,0.0
R0024,WAYPOINT2,text,little,stealing,q4,metacognitive,"Because taking things that don't belong to you is just bad, and it makes people sad.",16,0.0,0.75,0.75,0.5,,,,,0.525,,,,,,,0.525,,,,,1.0,1.0,0.0,0.0
R0025,WAYPOINT3,comic,lot,cat,q1,inference,"The red-headed boy kept the cat because he realized the cat was a true, loyal friend who comforted him when he was sad, unlike the other kids who were just bullies. He decided that having a caring companion was much more important than fitting in with mean people.",48,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,,,,,,,0.9,,,,,,,,
R0025,WAYPOINT3,comic,lot,cat,q2,metacognitive,"In the story, the cat sat with him and purred when he was crying on the bench, but the other kids just mocked them. I know from experience that true friends are the ones who support you when you're down. The boy finally recognized that the kids' friendship was toxic and chose the cat's genuine affection instead.",57,0.8,0.8,0.8,0.75,1.0,1.0,0.0,1.0,0.7925,,,,,,,0.7925,,,,,,,,
R0025,WAYPOINT3,comic,lot,cat,q3,inference,A valuable lesson from this story is to stand up to peer pressure and choose true friends over popularity. It is better to be kind to those who actually care about you than to follow a mean crowd just to be accepted.,42,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,,,,,,,0.85,,,,,,,,
R0025,WAYPOINT3,comic,lot,cat,q4,metacognitive,"I thought of this because the boy initially gave in to the mean kids and yelled at the cat so they wouldn't laugh at him. But eventually, he realized the cat actually comforted him. Giving in to peer pressure usually leaves you unhappy in the real world, but standing up for what is right, like he did by rescuing the cat, brings genuine happiness.",64,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,,,,,,,0.85,,,,,,,,
R0025,WAYPOINT3,comic,lot,lying,q1,inference,"Sarah doesn't tell the teacher because Rachel specifically reminded her that they are best friends, and usually, people feel a strong loyalty to protect their close friends even when they do something wrong.",33,0.6,0.8,0.8,1.0,,,,,0.78,,,,,,,0.78,1.0,1.0,1.0,1.0,,,,
R0025,WAYPOINT3,comic,lot,lying,q2,metacognitive,"In the comic, Rachel explicitly whispers, 'Don't tell on me. I'm your best friend.' I know from my own experience that it's really hard to report a friend to a teacher because you don't want to ruin the relationship or be seen as a snitch.",45,0.8,0.8,0.5333,1.0,,,,,0.7367,,,,,,,0.7367,1.0,1.0,1.0,1.0,,,,
R0025,WAYPOINT3,comic,lot,lying,q3,inference,"A good lesson is that true friends shouldn't put you in difficult moral situations. Rachel didn't study and decided to cheat, which forced Sarah to lie to the teacher just to protect their friendship.",34,0.6,1.0,0.6667,1.0,,,,,0.7833,,,,,,,0.7833,1.0,1.0,1.0,1.0,,,,
R0025,WAYPOINT3,comic,lot,lying,q4,metacognitive,"The story shows Rachel slacking off and then using her 'best friend' status to guilt Sarah into covering up her cheating. In the real world, a genuine friend wouldn't drag you into their bad choices and make you risk getting in trouble for them.",44,0.6,1.0,1.0,1.0,,,,,0.9,,,,,,,0.9,1.0,1.0,1.0,1.0,,,,
R0025,WAYPOINT3,comic,lot,stealing,q1,inference,"He kept the wallet because it had exactly $300 in it, which was the exact price of the red bike he really wanted. Since his parents refused to buy it for him, he let his temptation take over and decided to steal the lady's cash so he could purchase it himself.",51,0.8,0.75,0.8,0.75,,,,,0.78,,,,,,,0.78,,,,,1.0,1.0,0.0,1.0
R0025,WAYPOINT3,comic,lot,stealing,q2,metacognitive,"In the story, his parents tell him he doesn't need a new, expensive bike. Later, when he opens the wallet, he specifically says, 'With that money, I could buy that red bike!' In real life, when people are desperate for something they can't afford, they sometimes compromise their morals and resort to stealing when an easy opportunity presents itself.",59,0.6,1.0,1.0,0.75,,,,,0.8625,,,,,,,0.8625,,,,,1.0,1.0,1.0,0.0
R0025,WAYPOINT3,comic,lot,stealing,q3,inference,"The lesson is that you shouldn't let your greed or desire for material things push you into doing something wrong, like stealing from others and lying about it.",28,0.2,1.0,1.0,0.75,,,,,0.7625,,,,,,,0.7625,,,,,0.0,1.0,1.0,1.0
R0025,WAYPOINT3,comic,lot,stealing,q4,metacognitive,"I thought of this because Billy was so mad about not getting the bike for his birthday that he completely ignored the fact that the money belonged to the lady, even lying right to her face. From my own background knowledge, stealing someone else's hard-earned money just because you want a luxury item is incredibly selfish and unjustifiable.",58,0.8,1.0,1.0,1.0,,,,,0.95,,,,,,,0.95,,,,,1.0,1.0,1.0,1.0
R0026,WAYPOINT3,comic,moderate,cat,q1,inference,"The red-headed boy kept the cat because he knew what it felt like to be bullied. The other kids were being mean to both of them, so he felt a connection to the sad cat.",35,0.6,0.6,0.6,0.75,0.0,1.0,1.0,1.0,0.6225,,,,,,,0.6225,,,,,,,,
R0026,WAYPOINT3,comic,moderate,cat,q2,metacognitive,"I thought of this because the comic shows the kids laughing at the boy and then later at the cat in the rain. Usually when you both get picked on, you stick together because you understand how much it hurts.",40,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,0.83,,,,,,,0.83,,,,,,,,
R0026,WAYPOINT3,comic,moderate,cat,q3,inference,"A good lesson is that you should do the right thing and help others, even if it means losing people you thought were your friends.",25,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,,,,,,,0.85,,,,,,,,
R0026,WAYPOINT3,comic,moderate,cat,q4,metacognitive,"In the story, the kids told him he couldn't play basketball with them if he touched the cat, but he did it anyways. I know from real life that true friends don't force you to be mean, so he made the right choice to pick the cat over those bullies.",50,0.4,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.8125,,,,,,,0.8125,,,,,,,,
R0026,WAYPOINT3,comic,moderate,lying,q1,inference,"Sarah doesn't tell the teacher because Rachel reminded her that they are best friends. Usually, people don't want to snitch on their friends because they don't want them to get in trouble or ruin the friendship.",36,0.6,0.2,0.4,0.5,,,,,0.415,,,,,,,0.415,0.0,1.0,0.0,1.0,,,,
